"paper_id","paper_code","paper_title","paper_subject_id","paper_date_of_submission","paper_presentation_path","paper_contact_author_id","paper_isclose","paper_hashtag","paper_dor","paper_dirty",
"388","388","test 15 nov 2","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"389","389","tesst 15","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"390","390","test 15 nov 4","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"391","391","test 15 nov 5","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"392","392","test 15 nov 6","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"393","393","test 11 nov 5 10","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"394","394","test 11 1","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"395","395","test 11 nov 15","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"396","396","test  nov 15 1","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"397","397","test 11 nov 12","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"398","398","test 11 nov 14","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"399","399","test  nov 15 18","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"400","400","test  nov 15 19","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"401","401","test  nov 15 20","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"402","402","A Navigation Tool for Visually Impaired Persons","1","2014-12-27 00:00:00","","5022","0","","0000-00-00 00:00:00","0",
"403","403","Designing A Dynamic E-Learning Platform Using SMAC And ANN","1","2014-11-16 00:00:00","","2030","0","","0000-00-00 00:00:00","0",
"404","404","Image enhancement based on fuzzy Gaussian intensification function and LWT","1","2014-12-12 00:00:00","","5872","0","","0000-00-00 00:00:00","0",
"405","405","Fusion of fuzzy enhanced overexposed and underexposed images","1","2014-12-15 00:00:00","","5872","0","","0000-00-00 00:00:00","0",
"406","406","AN EMPIRICAL PERFORMANCE ON ADAPTIVE KEYWORD QUERY SEARCHING IN CO-RELATED DATABASE","1","2014-12-28 00:00:00","","6002","0","","0000-00-00 00:00:00","0",
"407","407","Adaptic Framework for Hybrid Genetic Algorithm of Clouds scheduling using FLC","1","2014-11-18 00:00:00","","2217","0","","0000-00-00 00:00:00","0",
"408","408","Performance Evaluation of Cloud Datacenters using various Green Computing tactics","1","2014-12-25 00:00:00","","6051","0","","0000-00-00 00:00:00","0",
"409","409","DEL-AC : Digital Electronics Library on ANEKA Cloud Platform","1","2015-01-09 00:00:00","","6117","0","","0000-00-00 00:00:00","0",
"410","410","test  nov 18","1","2014-11-19 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"411","411","test  nov 19","1","2014-11-19 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"412","412","test paper 19 nov 1","1","2014-11-19 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"413","413","test 19 nov 1","1","2014-11-19 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"416","416","test222","1","2014-11-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"417","417","Risk Based Scrum Method: A Conceptual Framework","1","2015-01-02 00:00:00","","6189","0","","0000-00-00 00:00:00","0",
"418","418","BTSSR- Bokhari Tool for Secure Software Requirements (TSSR) Management: A novel tool","1","2015-01-12 00:00:00","","6201","0","","0000-00-00 00:00:00","0",
"419","419","Context Aware Mobile Agent for Reducing Stress and Obesity by Motivating Physical Activity: a Design Approach","1","2014-11-20 00:00:00","","6177","0","","0000-00-00 00:00:00","0",
"420","420","A Survey on Software Architecture Evaluation Methods","1","2014-12-30 00:00:00","","6204","0","","0000-00-00 00:00:00","0",
"421","421","Comparative Analysis of Edge Detection Operators for Better Glint Detection","1","2014-11-20 00:00:00","INDIACom15_421_presentation (1).ppt","6041","0","","0000-00-00 00:00:00","0",
"422","422","test1134","1","2014-11-20 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"423","423","testr444","1","2014-11-20 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"424","424","test223","1","2014-11-20 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"425","425","test555","1","2014-11-20 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"426","426","testing","1","2014-11-21 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"427","427","testfinall","1","2014-11-21 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"428","428","est444","1","2014-11-21 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"429","429","test554","1","2014-11-21 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"430","430","test91","1","2014-11-21 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"431","431","Big Data in Cloud Computing: Management, Privacy, Search and Mining","1","2014-11-24 00:00:00","","6234","0","","0000-00-00 00:00:00","0",
"432","432","EHCPRs System as an Ontology Learning System","1","2014-11-24 00:00:00","","4437","0","","0000-00-00 00:00:00","0",
"433","433","Modeling and Analysis of Blood Flow under Periodic Body Acceleration with Magnetic Effects","38","2014-11-26 00:00:00","","5696","0","","0000-00-00 00:00:00","0",
"434","434","test21","38","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"435","435","MODELING OF BLOOD FLOW THROUGH ELASTIC ARTERIES AND THEIR APPLICATIONS","38","2014-11-26 00:00:00","","5696","0","","0000-00-00 00:00:00","0",
"436","436","test1111","38","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"437","437","testxxxx","38","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"438","438","Mathematical Model on the Two- Phase Hepatic Blood Flow Through Arteriols  with Special Reference to Hepatitis A","38","2014-11-26 00:00:00","","6226","0","","0000-00-00 00:00:00","0",
"439","439","testrd","38","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"440","440","MATHEMATICAL ANALYSIS  OF MHD ON LAMINAR MIXED CONVECTION OF NEWTONIAN FLUID BETWEEN VERTICAL PARALLEL PLATES CHANNEL","38","2014-11-26 00:00:00","","5696","0","","0000-00-00 00:00:00","0",
"441","441","testfr","38","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"442","442","teser","38","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"443","443","tesrt","38","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"444","444","tesdtg","38","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"445","445","AN ISM APPROACH TO ANALYSIS OF ENABLERS OF AGILE MANUFACTURING","38","2014-11-26 00:00:00","","6229","0","","0000-00-00 00:00:00","0",
"446","446","tested","1","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"447","447","testfgjhg","1","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"448","448","hjjhljhj","1","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"449","449","hgjhgh","1","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"450","450","dfd","1","2014-11-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"451","451","Optimization of Data Binding and Displaying Issuesin HTML5 Based Mobile Applications: Case Studyof Studentâs Portal Application","1","2014-11-27 00:00:00","","6194","0","","0000-00-00 00:00:00","0",
"452","452","Kth Shortest Path for Dynamic Edges","1","2014-11-27 00:00:00","","6248","0","","0000-00-00 00:00:00","0",
"453","453","redag","1","2014-11-27 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"454","454","dsfsfff","1","2014-11-27 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"455","455","sfffdfs","1","2014-11-28 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"456","456","csddsf","1","2014-11-28 00:00:00","","12","0","","0000-00-00 00:00:00","0",
"457","457","dsdsadsfdsf","1","2014-11-28 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"458","458","sddsa","1","2014-11-28 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"459","459","sdsfdsffdsvdf","1","2014-11-28 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"460","460","wqqweqe","1","2014-11-28 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"461","461","Data Resource Management for Elasticity and Agility in cloud Environment","1","2014-11-28 00:00:00","","6231","0","","0000-00-00 00:00:00","0",
"462","462","ASsa","1","2014-11-28 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"463","463","ssafs","1","2014-11-28 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"464","464","Shared Resource Clustering for Load Balancing and Availability in cloud","1","2014-11-28 00:00:00","","6231","0","","0000-00-00 00:00:00","0",
"465","465","Modified MMADIDD Protocol : A Modified Multi Agent Based Data Dissemination Protocol of WSN","1","2014-11-28 00:00:00","","6255","0","","0000-00-00 00:00:00","0",
"466","466","sdfdgggg","1","2014-11-28 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"467","467","Implementation of A System To Detect Malicious URLs for Twitter Users","1","2014-12-01 00:00:00","","5113","0","","0000-00-00 00:00:00","0",
"468","468","The Growth of Agile in India till 2014","1","2014-12-01 00:00:00","","6260","0","","0000-00-00 00:00:00","0",
"469","469","STOCK MARKET FORECAST USING SENTIMENT ANALYSIS","1","2014-12-01 00:00:00","","6253","0","","0000-00-00 00:00:00","0",
"470","470","nljlkjlk","1","2014-12-01 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"471","471","fdgdfg","1","2014-12-01 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"472","472","ghghjgj","1","2014-12-01 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"473","473","jjkj","1","2014-12-01 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"474","474","fghfgh","1","2014-12-01 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"475","475","hjjhhkjjk","1","2014-12-01 00:00:00","","12","0","","0000-00-00 00:00:00","0",
"476","476","Opcode Position Aware Metamorphic Malware Detection: Signature vs Histogram Approach","1","2014-12-01 00:00:00","","6233","0","","0000-00-00 00:00:00","0",
"477","477","dsfsdfdf","1","2014-12-02 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"478","478","xcvvbvxvb","1","2014-12-02 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"479","479","asdsadf","1","2014-12-02 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"480","480","How to reduce US reopen count in Scrum development","1","2014-12-02 00:00:00","","6257","0","","0000-00-00 00:00:00","0",
"481","481","mm,m,.m,.m,.","1","2014-12-05 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"482","482","fjhgjhkj","1","2014-12-05 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"483","483","test555555","1","2014-12-16 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"484","484","test1111111111111111","1","2014-12-16 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"485","485","test12111","1","2014-12-16 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"486","486","test321","1","2014-12-16 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"487","487","est2111","1","2014-12-16 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"488","488","rwewew","1","2014-12-16 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"489","489","2323232","1","2014-12-16 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"490","490","DIFFERENT APPROACH FOR UNDERSTANDING BI-CLUSTERING RESULTS FROM MICROARRAY DATA","1","2014-12-16 00:00:00","","2935","0","","0000-00-00 00:00:00","0",
"491","491","Asterisk Server Performance Under Stress Test","16","2014-12-18 00:00:00","","6326","0","","0000-00-00 00:00:00","0",
"492","492","hghgjjhjgjhj","16","2014-12-18 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"493","493","jlkjlkjljlklk","16","2014-12-18 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"494","494","cxbbxbb","16","2014-12-18 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"495","495","fdsdsfsd","16","2014-12-18 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"496","496",",m,m,m.,.","16","2014-12-18 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"497","497","dfgfggfg","16","2014-12-18 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"498","498","jkjkljkjlkjklklk;l;","16","2014-12-18 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"499","499","ttytyyuyyuyy","16","2014-12-18 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"500","500","hjhkjkjj","16","2014-12-18 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"501","501","hjkjkkk","16","2014-12-18 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"502","502","A Comparative Study of Hierarchical Routing Protocols in Wireless Sensor Networks","6","2014-12-19 00:00:00","","5813","0","","0000-00-00 00:00:00","0",
"503","503","sadadadsa","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"504","504","zzxczxc","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"505","505","HRJ_Encryption: An ASCII code based encryption algorithm and its implementation","6","2014-12-19 00:00:00","","6324","0","","0000-00-00 00:00:00","0",
"506","506","adasdsad","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"507","507","Energy Aware Probabilistic Broadcasting for Mobile Ad Hoc Network","6","2014-12-19 00:00:00","","5619","0","","0000-00-00 00:00:00","0",
"508","508","sadsafsffffsf","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"509","509","qwwsss","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"510","510","DEADLOCK FREE WORMHOLE ROUTING IN A FAULTY TORUS NETWORKS","6","2014-12-19 00:00:00","","6351","0","","0000-00-00 00:00:00","0",
"511","511","gtgtggg","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"512","512","Methods and Mechanisms of Security in Grid Computing","6","2014-12-19 00:00:00","","6351","0","","0000-00-00 00:00:00","0",
"513","513","asasas","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"514","514","adasdssdsdsd","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"515","515","Implementation & comparison ofperformane of Various EGPs and IGPs with Traffic Management","6","2014-12-19 00:00:00","","6350","0","","0000-00-00 00:00:00","0",
"516","516","aqaqaaa","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"517","517","sdsssssssw","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"518","518","Implementation of QoS Algorithm in the Integrated Services (IntServ) MPLS Network","6","2014-12-19 00:00:00","","4312","0","","0000-00-00 00:00:00","0",
"519","519","qqqqqqqqqqqqqq","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"520","520","gfgffffgg","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"521","521","MPLS VPN using IPv4 and IPv6 protocol","6","2014-12-19 00:00:00","","4312","0","","0000-00-00 00:00:00","0",
"522","522","hhhhhhhhhhhhhhh","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"523","523","Evaluation of Scalable 3-D Network on Chip Architectures","6","2014-12-19 00:00:00","","6358","0","","0000-00-00 00:00:00","0",
"524","524","Context Aware Mobile Cloud Computing: Review","6","2014-12-19 00:00:00","","6355","0","","0000-00-00 00:00:00","0",
"525","525","jjjjjjjjjjjjjjj","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"526","526","Traffic management in MPLS network using GNS simulator using class for different services","6","2014-12-19 00:00:00","","6359","0","","0000-00-00 00:00:00","0",
"527","527","fghtuyh","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"528","528","mnbghty","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"529","529","Dynamic Caching in Web","6","2014-12-19 00:00:00","","6323","0","","0000-00-00 00:00:00","0",
"530","530","bujkkkm","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"531","531","Grid Resource Computing Environment Simulation  Using Gridsim Toolkit","6","2014-12-19 00:00:00","","6354","0","","0000-00-00 00:00:00","0",
"532","532","IMPLEMENTATION AND DESIGN OF CONGESTION FREE ROUTER","6","2014-12-19 00:00:00","","6361","0","","0000-00-00 00:00:00","0",
"533","533","routrt","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"534","534","Application of Big Data Analytics to Optimize the Operations in the Upstream Petroleum Industry","6","2014-12-19 00:00:00","","6372","0","","0000-00-00 00:00:00","0",
"535","535","test paper","6","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"536","536","SECURE PROTOCOL FOR WIRELESS SENSOR NETWORK","6","2014-12-19 00:00:00","","6308","0","","0000-00-00 00:00:00","0",
"537","537","STUDY OF CLUSTERING AND BI-CLUSTERINGALGORITHMS WITH CLOUD COMPUTING ENVIRONMENT","1","2014-12-19 00:00:00","","2935","0","","0000-00-00 00:00:00","0",
"538","538","Sustainable","1","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"539","539","MNB","1","2014-12-19 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"540","540","GA based Trip attraction Model for DUA","1","2014-12-19 00:00:00","","308","0","","0000-00-00 00:00:00","0",
"541","541","ghtre","1","2014-12-20 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"542","542","shjuyr","1","2014-12-20 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"543","543","aqwsqa","1","2014-12-20 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"544","544","Investigations of Black Hole Attack against AODV in MANETâS","1","2014-12-20 00:00:00","","5601","0","","0000-00-00 00:00:00","0",
"545","545","PCR","1","2014-12-20 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"546","546","Performance Analysis of Dimension Reduction Techniques With Classifier Combination for Intrusion detection System","1","2014-12-20 00:00:00","","6089","0","","0000-00-00 00:00:00","0",
"547","547","CLOUD","4","2014-12-22 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"548","548","An Energy Efficient Framework For Cloud Computing","4","2014-12-22 00:00:00","","5410","0","","0000-00-00 00:00:00","0",
"549","549","C Forensics","4","2014-12-22 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"550","550","Cloud Security","4","2014-12-22 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"551","551","Performance measurement at the requirement phase of Software Development life Cycle","4","2014-12-22 00:00:00","","6179","0","","0000-00-00 00:00:00","0",
"552","552","Cloud f","4","2014-12-22 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"553","553","Spamizer : An approach to handle web form spam","4","2014-12-22 00:00:00","","6200","0","","0000-00-00 00:00:00","0",
"554","554","Cloud Mobility","4","2014-12-22 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"555","555","Cloud T","4","2014-12-22 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"556","556","Agile Software Development Technological Implementation: Apache Struts Suitability","4","2014-12-22 00:00:00","","6220","0","","0000-00-00 00:00:00","0",
"557","557","cloud groups","4","2014-12-22 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"558","558","Cloud Security Countermeasures Against Distributed Denial of Service Attacks","4","2014-12-22 00:00:00","","6170","0","","0000-00-00 00:00:00","0",
"559","559","Commonly Used Simulation Tools for Cloud Computing Research","4","2014-12-22 00:00:00","","6188","0","","0000-00-00 00:00:00","0",
"560","560","cloudsecurity","4","2014-12-22 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"561","561","cloud forgery","4","2014-12-22 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"562","562","Cloud Forensics:Challenges ONLY Ahead","4","2014-12-22 00:00:00","","6181","0","","0000-00-00 00:00:00","0",
"563","563","cloud company","4","2014-12-22 00:00:00","","6273","0","","0000-00-00 00:00:00","0",
"564","564","hfhgggbvcf","1","2014-12-22 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"565","565","ANT FORAGING ALGORITHM(AFA) ALGORITHM FOR LOAD DISTRIBUTION ON PROVINCIAL SEPARATION OF PUBLIC CLOUD","1","2014-12-22 00:00:00","","6321","0","","0000-00-00 00:00:00","0",
"566","566","fdtsg","1","2014-12-23 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"567","567","Interest attentive dynamic load balancing in distributed systems","4","2015-01-19 00:00:00","","6224","0","","0000-00-00 00:00:00","0",
"568","568","Tampering Detection in Digital Video","1","2014-12-23 00:00:00","","4815","0","","0000-00-00 00:00:00","0",
"569","569","rest","1","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"570","570","Application of Business Intelligence- Dashboard on Olympics Sport Analysis","1","2014-12-24 00:00:00","","6399","0","","0000-00-00 00:00:00","0",
"571","571","testrfr","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"572","572","Online System for Integrated Pest Management on Tomato in AGRIdaksh","7","2014-12-24 00:00:00","","3126","0","","0000-00-00 00:00:00","0",
"573","573","asbsajkdhsakj","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"574","574","aqweqqer","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"575","575","Search for novel anti-fungal compounds targeting Cytochrome of Fusariumcircinatum by virtual screening","7","2014-12-24 00:00:00","","4658","0","","0000-00-00 00:00:00","0",
"576","576","assaassa","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"577","577","aqwsed","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"578","578","AGNER: Entity Tagger in Agriculture Domain Final","7","2014-12-24 00:00:00","","5900","0","","0000-00-00 00:00:00","0",
"579","579","ghjuytrff","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"580","580","jhgjhgyg","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"581","581","Phylogenetic Analysis and Molecular  Modeling of Wheat Pathogenesis-related proteins: Serpin and Peroxidase","7","2014-12-24 00:00:00","","4658","0","","0000-00-00 00:00:00","0",
"582","582","lkjujhju","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"583","583","Expert system for the management of insect-pests in pulse crops","7","2014-12-24 00:00:00","","6310","0","","0000-00-00 00:00:00","0",
"584","584","hjtybscg","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"585","585","sgtyhu","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"586","586","Information System of agricultural field experimentation in India","7","2014-12-24 00:00:00","","6377","0","","0000-00-00 00:00:00","0",
"587","587","gthafrd","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"588","588","asasaewew","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"589","589","Computational Modeling: An overview","7","2014-12-24 00:00:00","","6313","0","","0000-00-00 00:00:00","0",
"590","590","saaaxaddaxda","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"591","591","Designing an ELearning System Framework for Dog Health Management Trainer","7","2014-12-24 00:00:00","","6309","0","","0000-00-00 00:00:00","0",
"592","592","qaqaasasassas","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"593","593","Lameness Prediction in Karan Fries Cross-Bred Cows using Decision Tree Models","7","2014-12-24 00:00:00","","4720","0","","0000-00-00 00:00:00","0",
"594","594","awsasdd","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"595","595","Application of data mining techniques to study the sex ratio distortion in crossbred dairy cattle","7","2014-12-24 00:00:00","","2134","0","","0000-00-00 00:00:00","0",
"596","596","awqertffdd","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"597","597","sedrtggg","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"598","598","Socio-Economic Impact of Mobile Phone in Agriculture: A Case Study of Karnal District","7","2014-12-24 00:00:00","","890","0","","0000-00-00 00:00:00","0",
"599","599","hhghgj","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"600","600","Soil Taxonomy Ontology Software for Description and Classification of USDA Soil Taxonomy up to Soil Series","7","2014-12-24 00:00:00","","3125","0","","0000-00-00 00:00:00","0",
"601","601","lkjkjuyuyytbhhb","7","2014-12-24 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"602","602","Identifying Healthy and Mastitis Sahiwal Cows Using Electro-Chemical Properties: A Connectionist Approach","7","2014-12-24 00:00:00","","6336","0","","0000-00-00 00:00:00","0",
"603","603","hjjskflksjflk","1","2014-12-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"604","604","koiiuurieuieoru","1","2014-12-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"605","605","BIOMETRICS SECURITY SYSTEM  A review of multimodal biometrics based techniques for generating Crypto-key","1","2014-12-26 00:00:00","","4451","0","","0000-00-00 00:00:00","0",
"606","606","hgytuujjj","1","2014-12-26 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"607","607","A Hybrid Lyapunov Fuzzy Reinforcement Learning Controller","1","2014-12-26 00:00:00","","6402","0","","0000-00-00 00:00:00","0",
"608","608","POHJUY","29","2014-12-29 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"609","609","tyurgth","29","2014-12-29 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"610","610","Data Mining Approach for Feature Selection of Intrusion Detection System : A Review","29","2014-12-29 00:00:00","","6247","0","","0000-00-00 00:00:00","0",
"611","611","hyujtgy","29","2014-12-29 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"612","612","CONCEPTUAL STUDY ON INFORMATION TECHNOLOGY AND ESSENTIAL OF HUMAN RESOURCES AND ITS IMPACT IN PRIVATE BANKING","29","2014-12-29 00:00:00","","6302","0","","0000-00-00 00:00:00","0",
"613","613","testrygthhbnn","29","2014-12-29 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"614","614","hgtyhju","29","2014-12-29 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"615","615","Energy Function Based Transient Stability Assessment of Thyristor Controlled Series Capacitor","29","2014-12-29 00:00:00","","6237","0","","0000-00-00 00:00:00","0",
"616","616","hytgujrfd","29","2014-12-29 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"617","617","uyhtgfred","29","2014-12-29 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"618","618","Stabilization and Control of Electromagnetic Suspension (Maglev) System using Full State  Feedback","29","2014-12-29 00:00:00","","6237","0","","0000-00-00 00:00:00","0",
"619","619","njhbkjkl","29","2014-12-29 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"620","620","To Study the Continuous versus breakthrough improvement and  further implementation of kaizen","29","2014-12-29 00:00:00","","6298","0","","0000-00-00 00:00:00","0",
"621","621","CLOUD COMPUTING SECURITY ISSUES AND ITS SOLUTION: A REVIEW","29","2014-12-29 00:00:00","","6278","0","","0000-00-00 00:00:00","0",
"622","622","test1","29","2014-12-29 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"623","623","gbftreesd","29","2014-12-29 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"624","624","bhytfred","29","2014-12-29 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
